soc_code,onet_soc_code,occupation_title,task,task_type,source_date,rank
25-2031,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education","Attend staff meetings and serve on committees, as required.",Core,08/2025,11
25-2031,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education","Provide students with disabilities with assistive devices, supportive technology, and assistance accessing facilities such as restrooms.",Core,08/2025,12
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School","Maintain accurate and complete student records as required by law, district policy, and administrative regulations.",Core,08/2025,1
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School","Observe and evaluate students' performance, behavior, social development, and physical health.",Core,08/2025,2
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Instruct and monitor students in the use and care of equipment and materials to prevent injury and damage.,Core,08/2025,3
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School","Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",Core,08/2025,4
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School","Prepare, administer, and grade tests and assignments to evaluate students' progress.",Core,08/2025,5
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School","Plan and supervise work-experience programs in businesses, industrial shops, and school laboratories.",Core,08/2025,6
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Prepare students for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.,Core,08/2025,7
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Keep informed about trends in education and subject matter specialties.,Core,08/2025,8
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School",Prepare and implement remedial programs for students requiring extra help.,Core,08/2025,9
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School","Attend professional meetings, educational conferences, and teacher training workshops to maintain and improve professional competence.",Core,08/2025,10
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School","Sponsor extracurricular activities, such as clubs, student organizations, and academic contests.",Core,08/2025,11
25-2032,25-2032.00,"Career/Technical Education Teachers, Secondary School","Confer with other staff members to plan and schedule lessons promoting learning, following approved curricula.",Core,08/2025,12
25-2051,25-2051.00,"Special Education Teachers, Preschool","Attend to children's basic needs by feeding them, dressing them, or changing their diapers.",Core,08/2019,1
25-2051,25-2051.00,"Special Education Teachers, Preschool","Confer with parents, guardians, teachers, counselors, or administrators to resolve students' behavioral or academic problems.",Core,08/2019,2
25-2051,25-2051.00,"Special Education Teachers, Preschool","Develop individual educational plans (IEPs) designed to promote students' educational, physical, or social development.",Core,08/2019,3
25-2051,25-2051.00,"Special Education Teachers, Preschool",Develop or implement strategies to meet the needs of students with a variety of disabilities.,Core,08/2019,4
25-2051,25-2051.00,"Special Education Teachers, Preschool","Establish and communicate clear objectives for all lessons, units, and projects to students, parents, or guardians.",Core,08/2019,5
25-2051,25-2051.00,"Special Education Teachers, Preschool",Establish and enforce rules for behavior and procedures for maintaining order among students.,Core,08/2019,6
25-2051,25-2051.00,"Special Education Teachers, Preschool",Instruct and monitor students in the use and care of equipment or materials to prevent injuries and damage.,Core,08/2019,7
25-2051,25-2051.00,"Special Education Teachers, Preschool",Modify the general preschool curriculum for students with disabilities.,Core,08/2019,8
25-2051,25-2051.00,"Special Education Teachers, Preschool",Monitor teachers or teacher assistants to ensure adherence to special education program requirements.,Core,08/2019,9
25-2051,25-2051.00,"Special Education Teachers, Preschool","Observe and evaluate students' performance, behavior, social development, and physical health.",Core,08/2019,10
25-2051,25-2051.00,"Special Education Teachers, Preschool","Plan and supervise experiential learning activities, such as class projects, field trips, or demonstrations.",Core,08/2019,11
25-2051,25-2051.00,"Special Education Teachers, Preschool","Prepare classrooms with a variety of materials or resources for children to explore, manipulate, or use in learning activities or imaginative play.",Core,08/2019,12
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Administer standardized ability and achievement tests to kindergarten students with special needs.,,11/2020,1
25-2055,25-2055.00,"Special Education Teachers, Kindergarten","Attend professional meetings, educational conferences, or teacher training workshops to maintain or improve professional competence.",,11/2020,2
25-2055,25-2055.00,"Special Education Teachers, Kindergarten","Collaborate with other teachers or administrators to develop, evaluate, or revise kindergarten programs.",,11/2020,3
25-2055,25-2055.00,"Special Education Teachers, Kindergarten","Confer with other staff members to plan, schedule, or conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",,11/2020,4
25-2055,25-2055.00,"Special Education Teachers, Kindergarten","Confer with parents, administrators, testing specialists, social workers, or other professionals to develop individual educational plans (IEPs) for students' educational, physical, or social development.",,11/2020,5
25-2055,25-2055.00,"Special Education Teachers, Kindergarten","Confer with parents, guardians, teachers, counselors, or administrators to resolve students' behavioral or academic problems.",,11/2020,6
25-2055,25-2055.00,"Special Education Teachers, Kindergarten","Control the inventory or distribution of classroom equipment, materials, or supplies.",,11/2020,7
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Develop or implement strategies to meet the needs of students with a variety of disabilities.,,11/2020,8
25-2055,25-2055.00,"Special Education Teachers, Kindergarten","Employ special educational strategies or techniques during instruction to improve the development of sensory- and perceptual-motor skills, language, cognition, or memory.",,11/2020,9
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Establish and enforce rules for behavior and procedures for maintaining order among students.,,11/2020,10
25-2055,25-2055.00,"Special Education Teachers, Kindergarten",Instruct and monitor students in the use and care of equipment or materials to prevent injuries and damage.,,11/2020,11
25-2055,25-2055.00,"Special Education Teachers, Kindergarten","Instruct students with disabilities in academic subjects, using a variety of techniques, such as phonetics, multisensory learning, or repetition to reinforce learning and meet students' varying needs.",,11/2020,12
25-2056,25-2056.00,"Special Education Teachers, Elementary School","Attend professional meetings, educational conferences, or teacher training workshops to maintain or improve professional competence.",Core,08/2025,1
25-2056,25-2056.00,"Special Education Teachers, Elementary School","Confer with parents, administrators, testing specialists, social workers, or other professionals to develop individual educational plans (IEPs) for students' educational, physical, or social development.",Core,08/2025,2
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Coordinate placement of students with special needs into mainstream classes.,Core,08/2025,3
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Develop or implement strategies to meet the needs of students with a variety of disabilities.,Core,08/2025,4
25-2056,25-2056.00,"Special Education Teachers, Elementary School",Encourage students to explore learning opportunities or persevere with challenging tasks to prepare them for later grades.,Core,08/2025,5
25-2056,25-2056.00,"Special Education Teachers, Elementary School","Establish and communicate clear objectives for all lessons, units, and projects to students.",Core,08/2025,6
25-2056,25-2056.00,"Special Education Teachers, Elementary School","Guide or counsel students with adjustment problems, academic problems, or special academic interests.",Core,08/2025,7
25-2056,25-2056.00,"Special Education Teachers, Elementary School","Maintain accurate and complete student records as required by laws, district policies, or administrative regulations.",Core,08/2025,8
