soc_code,onet_soc_code,occupation_title,knowledge_area,importance,source_date,rank
27-2021,27-2021.00,Athletes and Sports Competitors,Economics and Accounting,2.86,07/2016,11
27-2021,27-2021.00,Athletes and Sports Competitors,Mechanical,2.75,07/2016,12
27-2021,27-2021.00,Athletes and Sports Competitors,Computers and Electronics,2.65,07/2016,13
27-2021,27-2021.00,Athletes and Sports Competitors,Psychology,2.48,07/2016,14
27-2021,27-2021.00,Athletes and Sports Competitors,Transportation,2.42,07/2016,15
27-2022,27-2022.00,Coaches and Scouts,Education and Training,3.83,08/2019,1
27-2022,27-2022.00,Coaches and Scouts,English Language,3.69,08/2019,2
27-2022,27-2022.00,Coaches and Scouts,Administration and Management,3.58,08/2019,3
27-2022,27-2022.00,Coaches and Scouts,Psychology,3.56,08/2019,4
27-2022,27-2022.00,Coaches and Scouts,Customer and Personal Service,3.52,08/2019,5
27-2022,27-2022.00,Coaches and Scouts,Communications and Media,3.25,08/2019,6
27-2022,27-2022.00,Coaches and Scouts,Personnel and Human Resources,3.17,08/2019,7
27-2022,27-2022.00,Coaches and Scouts,Public Safety and Security,3.11,08/2019,8
27-2022,27-2022.00,Coaches and Scouts,Computers and Electronics,3.05,08/2019,9
27-2022,27-2022.00,Coaches and Scouts,Administrative,3.01,08/2019,10
27-2022,27-2022.00,Coaches and Scouts,Therapy and Counseling,2.83,08/2019,11
27-2022,27-2022.00,Coaches and Scouts,Mathematics,2.8,08/2019,12
27-2022,27-2022.00,Coaches and Scouts,Sales and Marketing,2.73,08/2019,13
27-2022,27-2022.00,Coaches and Scouts,Transportation,2.6,08/2019,14
27-2022,27-2022.00,Coaches and Scouts,Sociology and Anthropology,2.51,08/2019,15
27-2031,27-2031.00,Dancers,Fine Arts,4.49,08/2019,1
27-2031,27-2031.00,Dancers,English Language,3.51,08/2019,2
27-2031,27-2031.00,Dancers,Customer and Personal Service,2.92,08/2019,3
27-2031,27-2031.00,Dancers,Mathematics,2.59,08/2019,4
27-2031,27-2031.00,Dancers,Transportation,2.51,08/2019,5
27-2031,27-2031.00,Dancers,Sales and Marketing,2.49,08/2019,6
27-2031,27-2031.00,Dancers,Psychology,2.49,08/2019,7
27-2031,27-2031.00,Dancers,Therapy and Counseling,2.45,08/2019,8
27-2031,27-2031.00,Dancers,Education and Training,2.4,08/2019,9
27-2031,27-2031.00,Dancers,Sociology and Anthropology,2.32,08/2019,10
27-2031,27-2031.00,Dancers,Administration and Management,2.24,08/2019,11
27-2031,27-2031.00,Dancers,Communications and Media,2.13,08/2019,12
27-2031,27-2031.00,Dancers,Economics and Accounting,2.11,08/2019,13
27-2031,27-2031.00,Dancers,Law and Government,1.99,08/2019,14
27-2031,27-2031.00,Dancers,Public Safety and Security,1.93,08/2019,15
27-2041,27-2041.00,Music Directors and Composers,Fine Arts,4.72,08/2022,1
27-2041,27-2041.00,Music Directors and Composers,English Language,3.79,08/2022,2
27-2041,27-2041.00,Music Directors and Composers,Education and Training,3.49,08/2022,3
27-2041,27-2041.00,Music Directors and Composers,Computers and Electronics,3.39,08/2022,4
27-2041,27-2041.00,Music Directors and Composers,Customer and Personal Service,3.09,08/2022,5
27-2041,27-2041.00,Music Directors and Composers,Philosophy and Theology,3.08,08/2022,6
27-2041,27-2041.00,Music Directors and Composers,Administrative,2.94,08/2022,7
27-2041,27-2041.00,Music Directors and Composers,Communications and Media,2.88,08/2022,8
27-2041,27-2041.00,Music Directors and Composers,Administration and Management,2.81,08/2022,9
27-2041,27-2041.00,Music Directors and Composers,Psychology,2.58,08/2022,10
27-2041,27-2041.00,Music Directors and Composers,Sales and Marketing,2.53,08/2022,11
27-2041,27-2041.00,Music Directors and Composers,Personnel and Human Resources,2.47,08/2022,12
27-2041,27-2041.00,Music Directors and Composers,History and Archeology,2.35,08/2022,13
27-2041,27-2041.00,Music Directors and Composers,Foreign Language,2.15,08/2022,14
27-2041,27-2041.00,Music Directors and Composers,Production and Processing,2.06,08/2022,15
27-2042,27-2042.00,Musicians and Singers,Fine Arts,4.54,08/2022,1
27-2042,27-2042.00,Musicians and Singers,English Language,3.15,08/2022,2
27-2042,27-2042.00,Musicians and Singers,Foreign Language,2.5,08/2022,3
27-2042,27-2042.00,Musicians and Singers,Education and Training,2.45,08/2022,4
27-2042,27-2042.00,Musicians and Singers,Communications and Media,2.42,08/2022,5
27-2042,27-2042.00,Musicians and Singers,Customer and Personal Service,2.36,08/2022,6
27-2042,27-2042.00,Musicians and Singers,Philosophy and Theology,2.33,08/2022,7
27-2042,27-2042.00,Musicians and Singers,Administration and Management,2.3,08/2022,8
27-2042,27-2042.00,Musicians and Singers,Psychology,2.29,08/2022,9
27-2042,27-2042.00,Musicians and Singers,History and Archeology,2.13,08/2022,10
27-2042,27-2042.00,Musicians and Singers,Personnel and Human Resources,2.09,08/2022,11
27-2042,27-2042.00,Musicians and Singers,Mathematics,2.08,08/2022,12
27-2042,27-2042.00,Musicians and Singers,Sales and Marketing,2.05,08/2022,13
27-2042,27-2042.00,Musicians and Singers,Sociology and Anthropology,1.95,08/2022,14
27-2042,27-2042.00,Musicians and Singers,Administrative,1.92,08/2022,15
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Communications and Media,4.81,08/2025,1
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,English Language,4.65,08/2025,2
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Computers and Electronics,3.84,08/2025,3
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Telecommunications,3.71,08/2025,4
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Law and Government,2.73,08/2025,5
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Public Safety and Security,2.62,08/2025,6
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Sales and Marketing,2.55,08/2025,7
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Administration and Management,2.54,08/2025,8
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Education and Training,2.52,08/2025,9
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Customer and Personal Service,2.51,08/2025,10
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Production and Processing,2.51,08/2025,11
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Engineering and Technology,2.28,08/2025,12
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Fine Arts,2.24,08/2025,13
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,History and Archeology,2.21,08/2025,14
27-3011,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Personnel and Human Resources,2.11,08/2025,15
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",English Language,4.85,11/2020,1
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",Communications and Media,4.71,11/2020,2
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",Law and Government,3.7,11/2020,3
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",Computers and Electronics,3.4,11/2020,4
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",Telecommunications,3.38,11/2020,5
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",Customer and Personal Service,3.17,11/2020,6
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",Geography,3.04,11/2020,7
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",Public Safety and Security,2.96,11/2020,8
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",History and Archeology,2.94,11/2020,9
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",Administration and Management,2.79,11/2020,10
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",Sociology and Anthropology,2.78,11/2020,11
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",Psychology,2.62,11/2020,12
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",Administrative,2.6,11/2020,13
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",Education and Training,2.55,11/2020,14
27-3023,27-3023.00,"News Analysts, Reporters, and Journalists",Mathematics,2.4,11/2020,15
27-3041,27-3041.00,Editors,English Language,4.8,07/2017,1
27-3041,27-3041.00,Editors,Communications and Media,4.52,07/2017,2
27-3041,27-3041.00,Editors,Administration and Management,3.34,07/2017,3
27-3041,27-3041.00,Editors,Administrative,3.26,07/2017,4
27-3041,27-3041.00,Editors,Education and Training,3.25,07/2017,5
27-3041,27-3041.00,Editors,Customer and Personal Service,3.11,07/2017,6
27-3041,27-3041.00,Editors,Computers and Electronics,3.06,07/2017,7
27-3041,27-3041.00,Editors,Law and Government,2.69,07/2017,8
27-3041,27-3041.00,Editors,Geography,2.65,07/2017,9
27-3041,27-3041.00,Editors,Telecommunications,2.65,07/2017,10
27-3041,27-3041.00,Editors,History and Archeology,2.61,07/2017,11
27-3041,27-3041.00,Editors,Personnel and Human Resources,2.47,07/2017,12
27-3041,27-3041.00,Editors,Design,2.4,07/2017,13
27-3041,27-3041.00,Editors,Sales and Marketing,2.25,07/2017,14
27-3041,27-3041.00,Editors,Production and Processing,2.21,07/2017,15
27-3042,27-3042.00,Technical Writers,English Language,4.81,07/2012,1
27-3042,27-3042.00,Technical Writers,Computers and Electronics,4.29,07/2012,2
27-3042,27-3042.00,Technical Writers,Administrative,3.76,07/2012,3
27-3042,27-3042.00,Technical Writers,Communications and Media,3.25,07/2012,4
27-3042,27-3042.00,Technical Writers,Administration and Management,3.24,07/2012,5
27-3042,27-3042.00,Technical Writers,Public Safety and Security,3.17,07/2012,6
27-3042,27-3042.00,Technical Writers,Education and Training,3.16,07/2012,7
27-3042,27-3042.00,Technical Writers,Production and Processing,3.13,07/2012,8
27-3042,27-3042.00,Technical Writers,Customer and Personal Service,2.98,07/2012,9
27-3042,27-3042.00,Technical Writers,Mathematics,2.93,07/2012,10
27-3042,27-3042.00,Technical Writers,Engineering and Technology,2.88,07/2012,11
27-3042,27-3042.00,Technical Writers,Mechanical,2.84,07/2012,12
27-3042,27-3042.00,Technical Writers,Telecommunications,2.42,07/2012,13
27-3042,27-3042.00,Technical Writers,Design,2.41,07/2012,14
27-3042,27-3042.00,Technical Writers,Transportation,2.32,07/2012,15
27-3043,27-3043.00,Writers and Authors,Sales and Marketing,4.3,08/2022,1
27-3043,27-3043.00,Writers and Authors,Communications and Media,4.2,08/2022,2
27-3043,27-3043.00,Writers and Authors,Customer and Personal Service,4.01,08/2022,3
27-3043,27-3043.00,Writers and Authors,Computers and Electronics,3.54,08/2022,4
27-3043,27-3043.00,Writers and Authors,Mathematics,2.86,08/2022,5
27-3043,27-3043.00,Writers and Authors,Administrative,2.82,08/2022,6
27-3043,27-3043.00,Writers and Authors,Administration and Management,2.66,08/2022,7
27-3043,27-3043.00,Writers and Authors,Sociology and Anthropology,2.64,08/2022,8
27-3043,27-3043.00,Writers and Authors,Psychology,2.58,08/2022,9
27-3043,27-3043.00,Writers and Authors,Telecommunications,2.36,08/2022,10
27-3043,27-3043.00,Writers and Authors,Personnel and Human Resources,2.34,08/2022,11
27-3043,27-3043.00,Writers and Authors,Design,2.25,08/2022,12
27-3043,27-3043.00,Writers and Authors,Fine Arts,2.05,08/2022,13
27-3043,27-3043.00,Writers and Authors,Law and Government,2.0,08/2022,14
27-3043,27-3043.00,Writers and Authors,Economics and Accounting,1.94,08/2022,15
27-3091,27-3091.00,Interpreters and Translators,English Language,4.66,08/2021,1
27-3091,27-3091.00,Interpreters and Translators,Foreign Language,4.13,08/2021,2
27-3091,27-3091.00,Interpreters and Translators,Customer and Personal Service,3.88,08/2021,3
27-3091,27-3091.00,Interpreters and Translators,Education and Training,3.39,08/2021,4
27-3091,27-3091.00,Interpreters and Translators,Administrative,3.22,08/2021,5
27-3091,27-3091.00,Interpreters and Translators,Public Safety and Security,3.07,08/2021,6
27-3091,27-3091.00,Interpreters and Translators,Law and Government,3.03,08/2021,7
27-3091,27-3091.00,Interpreters and Translators,Computers and Electronics,2.91,08/2021,8
27-3091,27-3091.00,Interpreters and Translators,Communications and Media,2.55,08/2021,9
27-3091,27-3091.00,Interpreters and Translators,Psychology,2.53,08/2021,10
27-3091,27-3091.00,Interpreters and Translators,Sociology and Anthropology,2.48,08/2021,11
27-3091,27-3091.00,Interpreters and Translators,Administration and Management,2.4,08/2021,12
27-3091,27-3091.00,Interpreters and Translators,Mathematics,2.37,08/2021,13
27-3091,27-3091.00,Interpreters and Translators,Medicine and Dentistry,2.24,08/2021,14
27-3091,27-3091.00,Interpreters and Translators,Geography,2.18,08/2021,15
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,English Language,4.81,08/2020,1
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,Administrative,4.6,08/2020,2
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,Computers and Electronics,4.14,08/2020,3
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,Law and Government,3.91,08/2020,4
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,Customer and Personal Service,3.48,08/2020,5
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,Administration and Management,3.11,08/2020,6
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,Communications and Media,3.01,08/2020,7
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,Public Safety and Security,2.59,08/2020,8
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,Production and Processing,2.57,08/2020,9
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,Economics and Accounting,2.52,08/2020,10
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,Telecommunications,2.38,08/2020,11
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,Engineering and Technology,2.08,08/2020,12
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,Transportation,2.01,08/2020,13
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,Personnel and Human Resources,1.97,08/2020,14
27-3092,27-3092.00,Court Reporters and Simultaneous Captioners,Education and Training,1.91,08/2020,15
27-4011,27-4011.00,Audio and Video Technicians,Computers and Electronics,4.11,08/2018,1
27-4011,27-4011.00,Audio and Video Technicians,Communications and Media,4.07,08/2018,2
27-4011,27-4011.00,Audio and Video Technicians,English Language,4.03,08/2018,3
27-4011,27-4011.00,Audio and Video Technicians,Telecommunications,3.71,08/2018,4
27-4011,27-4011.00,Audio and Video Technicians,Fine Arts,3.6,08/2018,5
27-4011,27-4011.00,Audio and Video Technicians,Engineering and Technology,3.56,08/2018,6
27-4011,27-4011.00,Audio and Video Technicians,Customer and Personal Service,3.38,08/2018,7
27-4011,27-4011.00,Audio and Video Technicians,Education and Training,3.09,08/2018,8
27-4011,27-4011.00,Audio and Video Technicians,Public Safety and Security,3.08,08/2018,9
27-4011,27-4011.00,Audio and Video Technicians,Administration and Management,3.0,08/2018,10
27-4011,27-4011.00,Audio and Video Technicians,Design,2.98,08/2018,11
27-4011,27-4011.00,Audio and Video Technicians,Mechanical,2.92,08/2018,12
27-4011,27-4011.00,Audio and Video Technicians,Mathematics,2.84,08/2018,13
27-4011,27-4011.00,Audio and Video Technicians,Physics,2.71,08/2018,14
27-4011,27-4011.00,Audio and Video Technicians,Law and Government,2.64,08/2018,15
27-4012,27-4012.00,Broadcast Technicians,Computers and Electronics,4.51,08/2019,1
27-4012,27-4012.00,Broadcast Technicians,Telecommunications,4.2,08/2019,2
27-4012,27-4012.00,Broadcast Technicians,Engineering and Technology,3.81,08/2019,3
27-4012,27-4012.00,Broadcast Technicians,Communications and Media,3.54,08/2019,4
27-4012,27-4012.00,Broadcast Technicians,English Language,3.45,08/2019,5
27-4012,27-4012.00,Broadcast Technicians,Design,2.82,08/2019,6
27-4012,27-4012.00,Broadcast Technicians,Mathematics,2.79,08/2019,7
27-4012,27-4012.00,Broadcast Technicians,Education and Training,2.71,08/2019,8
27-4012,27-4012.00,Broadcast Technicians,Mechanical,2.68,08/2019,9
27-4012,27-4012.00,Broadcast Technicians,Customer and Personal Service,2.49,08/2019,10
27-4012,27-4012.00,Broadcast Technicians,Production and Processing,2.46,08/2019,11
27-4012,27-4012.00,Broadcast Technicians,Administration and Management,2.25,08/2019,12
27-4012,27-4012.00,Broadcast Technicians,Public Safety and Security,2.23,08/2019,13
